GSE,UID,n_samples,title,date,gdstype,tumor_pct,summary,category,reason,exclude_features,sample_example
GSE308010,200308010,4,A human iPSC-based neural spheroid platform for modeling glioblastoma infiltrati,2025/11/11,Expression profiling by high throughput sequencing,0.0,"Glioblastoma is the most aggressive adult brain tumor, characterized by resistance to therapy and high recurrence due to diffuse infiltration. To mimi",A?(小样本),摘要含瘤种词(样本标题无特征),-,"bulk RNA-seq of patient-derived GBM1, replica"
GSE291808,200291808,4,Development of an Anti-CD99 Antibody Enables Targeting of Diffuse Midline Glioma,2025/03/28,Expression profiling by high throughput sequencing,0.0,This article highlights the development of an antibody targeting CD99 in diffuse midline gliomas (DMG). 1. RNA-seq: We performed bulk RNA sequencing o,D,样本标题/摘要无特征词,-,HSJD-GBM01 MT 1
GSE273013,200273013,4,SUV39H1 Maintains Cancer Stem Cells in Glioblastoma [ATAC-seq],2024/11/06,Genome binding/occupancy profiling by high throughput sequen,0.0,"Glioblastoma (GBM) is the deadliest brain cancer, driven in part by GBM stem cells (GSCs) that contribute to therapeutic resistance and tumor recurren",E2,非表达谱技术(非Expression类型;ChIP/结合),细胞系/处理实验=4,"GSC3565 cells, untreated_2"
GSE273589,200273589,4,Multi-omics Analysis Identifies Glioblastoma Dependency on H3K9me3 Methyltransfe,2024/09/22,Expression profiling by high throughput sequencing,0.0,"Histone H3 lysine 9 dimethylation or trimethylation (H3K9me2 or H3K9me3) marks more than half of the human genome, particularly in heterochromatin reg",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,"GSC3565 cells, shControl_4"
GSE268342,200268342,4,CRISPRi Screen of Long Non-coding RNAs Identifies LINC03045 Regulating Glioblast,2024/06/03,Other,0.0,"Introduction: Glioblastoma (GBM) invasion studies have focused on coding genes, while few studies evaluate long non-coding RNAs (lncRNAs), transcripts",E2,非表达谱技术(非表达谱),细胞系/处理实验=4,Before_CRISPRi_Rep_5
GSE263766,200263766,4,LC3-associated phagocytosis of neutrophils trigger tumor ferroptotic cell death ,2024/04/29,Expression profiling by high throughput sequencing,0.0,"Necrosis is commonly found in various solid tumors and predicts worse outcome. Chronic ischemia can initiate tumor necrosis, but how the damaged tissu",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,"HL60 cell, Parental, Rep2"
GSE208323,200208323,4,Exosomes targeting Myc reverse the proneural-mesenchymal transition and extend t,2024/04/11,Expression profiling by high throughput sequencing,0.0,Exosomes generated from human bone marrow Mesenchymal Stem cells (MSC) and engineered to encapsulate different anti-Myc siRNAs (iExo-Myc) and scramble,C,单细胞/空间数据,细胞系/处理实验=4; 非人类模型=4,scRNA-seq_E981 iExo-Myc#1 treated mouse
GSE219288,200219288,4,Effect of recombinant protein CXCL12 on patient-derived glioblastoma stem cells,2023/12/01,Expression profiling by high throughput sequencing,0.0,"To investigate the effect of recombinant CXCL12 on patient-derived glioblastoma stem cells, we treated GSCs with recombinant CXCL12 in cell culture me",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,GSC2 non-treated biol rep 2
GSE244878,200244878,4,"MZ1, a BRD4 inhibitor, exerted its anti-cancer effects by targeting the super-en",2023/10/16,Expression profiling by high throughput sequencing,0.0,"To investigate the function of MZ1 in the regulation of gene expression, we treated U87 cells with control (DMSO) or MZ1, respectively. We then perfor",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,"U87 cells, DMSO 2"
GSE232486,200232486,4,Effect of depletion of TFPI2 on gene expression in glioma stem cells,2023/07/21,Expression profiling by high throughput sequencing,0.0,"To investigate the mechanism of TFPI2 in regulation of glioblastoma stemness, we established GSC272 cell line in which TFPI2 gene has been knocked dow",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,"GSC272 cells, shControl rep2"
GSE234762,200234762,4,Gene expression profiling and the isocitrate dehydrogenase mutational landscape ,2023/06/30,Expression profiling by high throughput sequencing,0.0,"Glioblastoma(GBM), an aggressive brain cancer, occurs frequently compared to other brain tumors. This study aimed to reveal the novel mechanism of tem",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,GBM8401 cells (bio rep1)
GSE225775,200225775,4,Multiplex single-cell chemical genomics reveals the kinase dependence of the res,2023/03/10,Expression profiling by high throughput sequencing,0.0,Multiplex single-cell chemical genomics reveals the kinase dependence of the response to targeted anti-cancer therapy,D,样本标题/摘要无特征词,-,sciPlexGxE_1
GSE197062,200197062,4,MYCMI-7 - a small MYC-binding compound that inhibits MYC:MAX interaction and tum,2023/03/08,Expression profiling by high throughput sequencing,0.0,Deregulated expression of MYC family oncogenes occurs frequently in human cancer and is often associated with aggressive disease and poor prognosis. W,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,"MCF-7 cells treated with MYCMI-7, mycmi_1"
GSE224090,200224090,4,Single-cell RNA-seq characterization of glioblastoma,2023/01/31,Expression profiling by high throughput sequencing,0.0,We investigated the tumor microenvironment of glioblastoma at the celluar level using 10x scRNAseq.,B,非目标瘤种/类型(液体活检/血液=2),液体活检/血液=2,NU02954 PBMC
GSE195682,200195682,4,Characterization of the minimal residual disease state reveals distinct evlution,2023/01/23,Expression profiling by high throughput sequencing,0.0,"Recurrence of solid tumors renders patients vulnerable to a distinctly advanced, highly treatment-refractory disease state that has an increased mutat",A?(小样本),摘要含瘤种词(样本标题无特征),-,BT799_MRD_TR
GSE218331,200218331,4,SCOPE-seq Analysis of Intra-operative Labeling Specificity of 5-ALA for Glioblas,2022/11/30,Expression profiling by high throughput sequencing,0.0,"Glioblastoma (GBM) is the most common and aggressive malignant primary brain tumor, and surgical resection is a key part of the standard-of-care. In f",A?(小样本),摘要含瘤种词(样本标题无特征),-,"human, 5-ALA+, sample 0714"
GSE192823,200192823,4,The RNA polymerase II subunit B gene(POLR2B) functions as a growth regulator in ,2022/11/10,Expression profiling by high throughput sequencing,0.0,Glioblastoma multiform (GBM) is the most common and aggressive brain tumor with dismissal prognosis. POLR2B encodes the second largest subunit of the ,B,非目标瘤种/类型(非人类模型=4),非人类模型=4,DBTRG-05MG sh-NC_rep2
GSE202362,200202362,4,BRD4 inhibitor GNE987 exerts anti-cancer effects by targeting C-Myc and S100A16 ,2022/11/09,Expression profiling by high throughput sequencing,0.0,"To investigate the function of GNE987 in the regulation of gene expression, we treated U87 cells with control (DMSO) or GNE987, respectively. We then ",B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,"U88 cells, DMSO-2"
GSE200902,200200902,4,PRMT3 drives glioblastoma progression by enhancing HIF1A and glycolytic metaboli,2022/11/08,Expression profiling by high throughput sequencing,0.0,"To investigate the potential mechanisms underlying PRMT3 regulation of GBM growth, we performed RNA-seq transcriptomic profiling of U251 GBM cells tre",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,U251_pGreen_Ctrl_2
GSE184696,200184696,4,Chi3l1 is a modulator of glioma stem cell states and a therapeutic vulnerability,2022/10/24,Expression profiling by high throughput sequencing,0.0,"Chi3l1 (Chitinase 3-like 1) is a secreted protein highly expressed in glioblastoma. Here, we show that exposure of glioma stem cells (GSCs) to Chi3l1 ",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,GSC2-Sample1: without Chi3l1 incubation (cont
GSE184695,200184695,4,Chi3l1 is a modulator of glioma stem cell states and a therapeutic vulnerability,2022/10/24,Expression profiling by high throughput sequencing,0.0,"Chi3l1 (Chitinase 3-like 1) is a secreted protein highly expressed in glioblastoma. Here, we show that exposure of glioma stem cells (GSCs) to Chi3l1 ",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,CG3: siRNA-MAZ-1 + Chi3l1 incubation
GSE215365,200215365,4,Autonomous rhythmic activity in glioma networks drives brain tumor growth,2022/10/19,Expression profiling by high throughput sequencing,0.0,Glioblastoma cell networks harbor a plastic population of highly active glioblastoma cells that display rhythmic Ca2+ oscillations and are particularl,A?(小样本),摘要含瘤种词(样本标题无特征),-,S24_line_Control_Rep_1
GSE205538,200205538,4,Effect of S4 treatment on glioma cells,2022/06/13,Expression profiling by high throughput sequencing,0.0,"S4, a sulfonamide drug, has been confirmed to induce apoptosis and autophagy in cancer cells. Immunogenic cell death is a special cell death type whic",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,LN229 S4-1
GSE197728,200197728,4,Purine synthesis inhibitor L-Alanosine impairs mitochondrial function and stemne,2022/04/27,Expression profiling by high throughput sequencing,100.0,"Glioblastoma (GBM) is a lethal brain cancer exhibiting high levels of drug resistance, a feature partially imparted by tumor cell stemness. Recent wor",E,瘤种词100%但细胞系/处理主导(2),细胞系/处理实验=2,GBM 12-0106 Vehicle
GSE182220,200182220,4,HDAC6-LINC00461 pathway as a potential target for glioblastoma therapy,2022/02/08,Expression profiling by high throughput sequencing,0.0,Background: Glioblastoma (GBM) is the most aggressive and lethal brain tumor. Although the histone deacetylase (HDAC)/Sp1 axis promotes growth and tem,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,TMZ-resistant U87MG_Non-targeting Control
GSE163833,200163833,4,Comparation of two anti-EphA2 CAR-T constructs,2021/08/24,Expression profiling by high throughput sequencing,0.0,We constructed two different third generation anti-EphA2 chimeric antigen receptors(CARs) for glioblastoma treatment. They have the same transmembrane,A?(小样本),摘要含瘤种词(样本标题无特征),-,EphA CAR-a transduced T cell
GSE178458,200178458,4,RNA seq analysis of U251 and A549 cells transduced with tet-pLKO1-SHC016 control,2021/06/19,Expression profiling by high throughput sequencing,0.0,The goal of this study was to find a target of SHC016 common to both cell lines,B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,A549dox
GSE142825,200142825,4,EGFR/Src/Erk-Stabilized YTHDF2 Promotes Cholesterol Dysregulation and Invasive G,2020/10/08,Expression profiling by high throughput sequencing,0.0,Epidermal growth factor receptor (EGFR) signaling is constitutively activated in majority of GBM and is associated with a worse prognosis. Here we sho,A?(小样本),摘要含瘤种词(样本标题无特征),-,siControl-2
GSE131400,200131400,4,Downregulation of the Ubiquitin-E3 Ligase KPC1 promotes glioblastoma progression,2020/06/17,Expression profiling by high throughput sequencing,0.0,We identified RNF123 (KPC1) ubiquitin E3 ligase is involved in glioblastoma progression through NF-kB-target SerpinE1. The goal of the RNA-Seq analysi,A?(小样本),摘要含瘤种词(样本标题无特征),-,LN18-KPC1-1
GSE95164,200095164,4,A cytoskeleton regulator AVIL drives tumorigenesis in glioblastoma,2020/06/08,Expression profiling by array,0.0,Total RNA extracted from knockdown or overexpress AVIL  in GBM U87 cells. and RNA-seq after sample quality control. ,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,U87siAVIL
GSE131502,200131502,4,Proline Glutamic acid and Leucine rich Protein 1 (PELP1) promotes glioblastoma p,2020/04/24,Expression profiling by high throughput sequencing,0.0,We examined the transcriptional changes modulated by Proline Glutamic acid and Leucine rich Protein 1 (PELP1) by performing global transcriptome analy,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,U87_ PELP1 siRNA_1
GSE137934,200137934,4,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selec",2019/10/24,Expression profiling by high throughput sequencing,0.0,"IDH1 mutations are closely related to the development and progression of various human cancers, such as glioblastoma, sarcoma, and acute myeloid leuke",B,非目标瘤种/类型(细胞系/处理实验=2),细胞系/处理实验=2,"HT-1080 cells, Licochalcone A repeat 1"
GSE136738,200136738,4,RNA-seq analysis of gene expression profile in PTEN WT and KO LN229 glioblastoma,2019/09/04,Expression profiling by high throughput sequencing,0.0,The goal of this study is to compare gene expression profiles of PTEN WT and KO GBM cells when they are growing in vivo. Isogenic PTEN WT or KO LN229 ,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,LN229 WT2
